gauge_id,region,season,n_valid,noise_sd,trend_per_decade,mk_pvalue,direction,emerge_year,emerge_type,insufficient
2215,Alps North,JJA,40,0.6456039617780849,-0.2700475543478265,0.007628452120383988,decrease,2015,observed,False
2215,Alps North,SON,40,0.5359132090296053,-0.23554845606881827,0.008174287438533767,decrease,2014,observed,False
2219,Alps North,DJF,39,0.10705053344017353,0.03462075702075751,0.2263989227367953,increase,2022,forecast,False
2219,Alps North,MAM,40,0.6988967044352175,0.3278321256038644,0.0023585647255830455,increase,2012,observed,False
2219,Alps North,JJA,40,1.684934905242891,0.6232720302795045,0.026057912231692626,increase,2018,observed,False
2219,Alps North,SON,40,0.7750305679504853,0.1271592442645073,0.25841287570987026,increase,2052,forecast,False
2232,Alps North,DJF,39,0.3643055327116365,0.2366208791208796,0.0007711975852116026,increase,2007,observed,False
2232,Alps North,MAM,40,1.4709078768242247,0.06761645962732993,0.7887194899032053,increase,,none,False
2232,Alps North,JJA,40,1.4207557532675117,-0.2784156427221187,0.11574436842983582,decrease,2042,forecast,False
2232,Alps North,SON,40,0.8378686467391776,0.000976733888821617,0.9907040297231748,increase,,none,False
2239,Alps East,DJF,39,0.018696068596296415,0.009725681725681744,0.0008416025845414676,increase,2011,observed,False
2239,Alps East,MAM,40,0.02056872805156074,-0.004257246376811656,0.13895829457075304,decrease,2039,forecast,False
2239,Alps East,JJA,40,0.045946304365804484,-0.05938072082379865,1.0121840965382489e-07,decrease,1999,observed,False
2239,Alps East,SON,40,0.032756782174793296,-0.01594405594405595,0.0008984192256535906,decrease,2012,observed,False
2243,Alps North,DJF,39,0.5781120321596588,0.0175593542260202,0.8845825962766167,increase,,none,False
2243,Alps North,MAM,40,1.1211348639697865,-0.059057879519835974,0.6664041829849279,decrease,,none,False
2243,Alps North,JJA,40,1.0744048875699552,-0.10781538208168667,0.47726203508105103,decrease,2091,forecast,False
2243,Alps North,SON,40,0.8647088785073049,-0.005197498354180094,0.9721171358417333,decrease,,none,False
2244,Alps South,DJF,37,0.23098736582942841,0.04099220272904487,0.42497974024989427,increase,2047,forecast,False
2244,Alps South,MAM,39,1.016710285427555,0.4293628185907045,0.011074372816169742,increase,2014,observed,False
2244,Alps South,JJA,39,2.101890535806666,-0.4087302371541504,0.2657461083422321,decrease,2042,forecast,False
2244,Alps South,SON,38,1.1481409219204115,-0.09516816516816516,0.5296140782563044,decrease,,none,False
2247,Jura,DJF,39,1.0172522415283063,-0.04115740740740763,0.8276288084144703,decrease,,none,False
2247,Jura,MAM,40,1.1261371241588658,-0.21860016606280197,0.11574436842983582,decrease,2043,forecast,False
2247,Jura,JJA,40,0.4546900536370542,-0.06651453213610588,0.27856604965694465,decrease,2059,forecast,False
2247,Jura,SON,40,0.7025902518630854,-0.22916583416583403,0.013076818428179315,decrease,2022,forecast,False
2251,Alps North,DJF,38,0.9038784928321187,0.15476072898295165,0.3788412517838009,increase,2050,forecast,False
2251,Alps North,MAM,39,2.350666238278858,-0.26233695652173983,0.3453965562420982,decrease,2081,forecast,False
2251,Alps North,JJA,38,1.2978747251365415,-0.12403010033444853,0.6690554101034223,decrease,2096,forecast,False
2251,Alps North,SON,38,1.3423955825724008,-0.34701923076923047,0.13139372811216532,decrease,2030,forecast,False
2252,Alps North,DJF,38,0.6662324297471417,-0.024750997150997083,0.8405809140670599,decrease,,none,False
2252,Alps North,MAM,39,1.448324861114753,-0.24860586011342156,0.2657461083422321,decrease,2049,forecast,False
2252,Alps North,JJA,38,0.7483657705070267,-0.13911835748792278,0.33934271674572325,decrease,2045,forecast,False
2252,Alps North,SON,38,0.8045078447618953,-0.31282755705832643,0.01032743991277063,decrease,2017,observed,False
2256,Alps East,DJF,39,0.10000790265354399,0.04588888888888885,0.016612173242996686,increase,2013,observed,False
2256,Alps East,MAM,40,0.4687485386597932,0.147549919484702,0.041456909675791964,increase,2023,forecast,False
2256,Alps East,JJA,40,1.418698779282525,-0.242067842890147,0.15860607706086882,decrease,2050,forecast,False
2256,Alps East,SON,40,1.024060329902599,-0.16634340659340668,0.20409789310190107,decrease,2053,forecast,False
2262,Alps East,DJF,39,0.07504961784673723,0.049006944444444506,0.0010006307371452916,increase,2007,observed,False
2262,Alps East,MAM,40,0.7008313061816942,0.2918680006587617,0.00535942451005833,increase,2015,observed,False
2262,Alps East,JJA,40,1.2849114889232622,-0.13358152173913052,0.49182374314403665,decrease,2087,forecast,False
2262,Alps East,SON,40,1.074860876949455,0.09380402930402938,0.4629394880460813,increase,,none,False
2263,Alps East,DJF,39,0.1721024673448857,0.04418502238502242,0.027691398345963902,increase,2030,forecast,False
2263,Alps East,MAM,40,0.4404467071780986,0.14016173510466984,0.06736779165897167,increase,2022,forecast,False
2263,Alps East,JJA,40,0.9876779359717727,-0.11905189340813493,0.4629394880460813,decrease,2074,forecast,False
2263,Alps East,SON,40,0.6950960783156935,0.029835164835164806,0.770840345264592,increase,,none,False
2265,Alps East,DJF,39,0.036099608190626756,0.006840659340659264,0.2554939683022921,increase,2044,forecast,False
2265,Alps East,MAM,40,0.26130733173956494,0.025247949514253805,0.5369017953048782,increase,2094,forecast,False
2265,Alps East,JJA,40,0.6338499868643169,-0.20618885869565207,0.03918554717058398,decrease,2022,forecast,False
2265,Alps East,SON,40,0.2299252641840292,-0.011802394034536886,0.632869142286627,decrease,,none,False
2268,Alps West,DJF,39,0.16381329786177085,-0.06567361111111121,0.04726842777123719,decrease,2016,observed,False
2268,Alps West,MAM,40,0.559188839064224,0.14691304347826112,0.12124053189066752,increase,2029,forecast,False
2268,Alps West,JJA,40,2.194337182102926,0.119620111819091,0.7179633437775998,increase,,none,False
2268,Alps West,SON,40,1.4961339365542243,-0.4300102838338131,0.03702074766590524,decrease,2026,forecast,False
2269,Alps West,DJF,39,0.08444103980098518,-0.005865384615384578,0.7166749729859458,decrease,,none,False
2269,Alps West,MAM,40,0.6142015743153761,0.1922394598155467,0.11574436842983582,increase,2023,forecast,False
2269,Alps West,JJA,40,1.4711070920379474,-0.4212382060436049,0.041456909675791964,decrease,2026,forecast,False
2269,Alps West,SON,40,0.8932652782315895,-0.2819963369963367,0.013076818428179315,decrease,2023,forecast,False
2270,Jura,DJF,35,1.0901582972656443,-0.0959944182801323,0.5699960728963258,decrease,,none,False
2270,Jura,MAM,36,1.2432805038329606,-0.33812165551839457,0.1449961562134987,decrease,2028,forecast,False
2270,Jura,JJA,36,0.5805140377684697,0.0464878701953372,0.6142802922561135,increase,,none,False
2270,Jura,SON,36,0.7930431973106681,-0.14269520365674215,0.294266104304963,decrease,2047,forecast,False
2276,Alps North,DJF,39,0.2644642212714531,0.011507936507936467,0.7901381702817245,increase,,none,False
2276,Alps North,MAM,40,0.981942290761806,-0.050827294685990135,0.770840345264592,decrease,,none,False
2276,Alps North,JJA,40,0.8834043726678552,-0.02907994389901806,0.842992183820956,decrease,,none,False
2276,Alps North,SON,40,0.6776574818673182,0.0852688383045526,0.3220089692456942,increase,2070,forecast,False
2282,Alps North,DJF,39,0.9446479887072112,-0.050460905349794305,0.5614764462408652,decrease,,none,False
2282,Alps North,MAM,40,1.3766746829420302,-0.2955604100538864,0.11044599236405395,decrease,2038,forecast,False
2282,Alps North,JJA,40,0.7104811214027797,-0.06853617698726373,0.47726203508105103,decrease,2095,forecast,False
2282,Alps North,SON,40,0.6835662183376703,-0.0770024420024418,0.4488598208640493,decrease,2080,forecast,False
2283,Alps North,DJF,39,1.1658732749544045,-0.0483068783068782,0.7715676600867172,decrease,,none,False
2283,Alps North,MAM,40,1.7767344823211189,-0.4244338768115945,0.07465008977427945,decrease,2033,forecast,False
2283,Alps North,JJA,40,0.9621431656538812,-0.18591231884057954,0.26835952882925307,decrease,2043,forecast,False
2283,Alps North,SON,40,0.8959822750052031,-0.1748967032967032,0.23929351176558455,decrease,2042,forecast,False
2288,Alps East,DJF,39,0.3941940907031004,0.016912698412698584,0.7166749729859458,increase,,none,False
2288,Alps East,MAM,40,0.5898248405734359,-0.03752588672768886,0.632869142286627,decrease,,none,False
2288,Alps East,JJA,40,0.8198792640829722,-0.18394050343249435,0.12124053189066752,decrease,2036,forecast,False
2288,Alps East,SON,40,0.55338002712186,-0.03380304311073556,0.6495478982562364,decrease,,none,False
2289,Plateau,DJF,39,0.4827023735007255,0.02062499999999995,0.7348263750767032,increase,,none,False
2289,Plateau,MAM,40,0.7169581781884379,-0.08607563405797103,0.3822121517615815,decrease,2074,forecast,False
2289,Plateau,JJA,40,0.6465852861067868,-0.1315018978605934,0.17282861084833234,decrease,2040,forecast,False
2289,Plateau,SON,40,0.48803398313796614,-0.05396895839203545,0.47726203508105103,decrease,2081,forecast,False
2290,Jura,DJF,39,1.5345431912168934,0.04174999999999984,0.7715676600867172,increase,,none,False
2290,Jura,MAM,40,1.895313389280174,-0.4601366243961353,0.1328433096626911,decrease,2032,forecast,False
2290,Jura,JJA,40,0.9536530346136551,-0.04132065217391319,0.632869142286627,decrease,,none,False
2290,Jura,SON,40,1.3292851532205447,-0.3575281769512537,0.027662092362924717,decrease,2028,forecast,False
2299,Alps North,DJF,39,0.2508106884931145,0.03269135802469125,0.43881262153485934,increase,2068,forecast,False
2299,Alps North,MAM,40,1.2406206004004745,0.15886191626409052,0.2125219354050587,increase,2069,forecast,False
2299,Alps North,JJA,40,1.5728829736320253,-0.979605978260877,2.5990324690416955e-05,decrease,2007,observed,False
2299,Alps North,SON,40,1.0529578846996883,-0.25402181152181136,0.03918554717058398,decrease,2032,forecast,False
2300,Alps North,DJF,39,0.5987613121216926,0.16149629629629647,0.2455200156805981,increase,2029,forecast,False
2300,Alps North,MAM,40,2.1351482412888267,-0.1511771380793116,0.632869142286627,decrease,,none,False
2300,Alps North,JJA,40,1.3590969771485388,-0.20595690993788823,0.3822121517615815,decrease,2057,forecast,False
2300,Alps North,SON,40,1.4524004666339683,0.192096075353218,0.28903354254194413,increase,2067,forecast,False
2303,Alps North,DJF,39,0.9561815909348954,-0.04208187134502912,0.8465282828044682,decrease,,none,False
2303,Alps North,MAM,40,1.757417063469694,-0.19307608695652165,0.23011737495822127,decrease,2082,forecast,False
2303,Alps North,JJA,40,1.0562496921329838,-0.11508152173913197,0.3822121517615815,decrease,2083,forecast,False
2303,Alps North,SON,40,1.2608114591871962,-0.08587246087246087,0.5680669608513922,decrease,,none,False
2304,Alps East,DJF,39,0.17619993320478003,0.05887032967032968,0.0260259359532502,increase,2021,forecast,False
2304,Alps East,MAM,40,0.46609307662380617,0.09545094487070191,0.16560248483061546,increase,2040,forecast,False
2304,Alps East,JJA,40,0.6279133990934694,-0.22337962962962982,0.014889064489253423,decrease,2019,observed,False
2304,Alps East,SON,40,0.4590312686993899,0.027601364153088205,0.5680669608513922,increase,,none,False
2305,Alps North,DJF,38,1.0319622184302872,0.03993055555555569,0.7437665722846407,increase,,none,False
2305,Alps North,MAM,39,1.1662362871739622,-0.09695652173913052,0.5614764462408652,decrease,,none,False
2305,Alps North,JJA,40,0.7911800300810957,0.13911911231884067,0.33352610308834585,increase,2048,forecast,False
2305,Alps North,SON,40,0.8349789307884824,0.0014516642777511596,0.9721171358417333,increase,,none,False
2307,Jura,DJF,39,1.0166712987792392,0.06852910052910052,0.7166749729859458,increase,,none,False
2307,Jura,MAM,40,1.287914352505342,-0.38097437888198776,0.07093234307299712,decrease,2025,forecast,False
2307,Jura,JJA,40,0.7281387624256561,-0.11653978346794991,0.15183576182655356,decrease,2053,forecast,False
2307,Jura,SON,40,0.8043156251641002,-0.24766849816849845,0.05168804975531471,decrease,2023,forecast,False
2308,Plateau,DJF,39,0.7228385487162043,0.05085982905982913,0.6284746536839203,increase,,none,False
2308,Plateau,MAM,40,0.9127794936086561,-0.08114604899930986,0.4629394880460813,decrease,,none,False
2308,Plateau,JJA,40,0.7133092578176301,-0.030918629227053393,0.842992183820956,decrease,,none,False
2308,Plateau,SON,40,0.7298577878261602,-0.016590659340659248,0.9349988039705048,decrease,,none,False
2309,Plateau,DJF,39,3.334219341114796,3.1480694444444444,0.00020421871491760335,increase,2002,observed,False
2309,Plateau,MAM,40,4.215283172995323,3.1001125776397522,0.0006407460687658517,increase,2005,observed,False
2309,Plateau,JJA,40,4.581753115154141,1.0009823369565216,0.3696497329509345,increase,2037,forecast,False
2309,Plateau,SON,40,3.2522438369449564,1.4652768284347224,0.11574436842983582,increase,2013,observed,False
2312,Plateau,DJF,39,0.599878805712319,-0.0006300366300382443,1.0,decrease,,none,False
2312,Plateau,MAM,40,0.652741937624288,-0.08805978260869357,0.23011737495822127,decrease,2065,forecast,False
2312,Plateau,JJA,40,0.4767911093009115,0.03392860460795237,0.6834306388633604,increase,,none,False
2312,Plateau,SON,40,0.5925868566482521,-0.048415455512229574,0.5066205695044608,decrease,,none,False
2319,Alps East,DJF,39,0.11015909532375061,0.07442857142857137,0.0023005437365022363,increase,2006,observed,False
2319,Alps East,MAM,40,0.6179785865502107,0.04689311594202894,0.5839675342063331,increase,,none,False
2319,Alps East,JJA,40,0.8895122731017738,-0.39701186860613846,0.01002752644631788,decrease,2013,observed,False
2319,Alps East,SON,40,0.6277141689237372,0.0007551892551892233,0.9907040297231748,increase,,none,False
2321,Alps South,DJF,39,0.6749464457050508,0.16216888888888903,0.12152609711609252,increase,2033,forecast,False
2321,Alps South,MAM,40,1.639395304791126,-0.36867730095990925,0.07465008977427945,decrease,2035,forecast,False
2321,Alps South,JJA,40,1.0879876020717953,-0.08912789855072462,0.5839675342063331,decrease,,none,False
2321,Alps South,SON,40,1.854562648876937,0.05289056776556762,0.8248046168337546,increase,,none,False
2327,Alps East,DJF,39,0.11982275044109289,0.04050148264433982,0.03530386033195576,increase,2021,forecast,False
2327,Alps East,MAM,40,0.6820938278352286,0.12724331827592691,0.2125219354050587,increase,2045,forecast,False
2327,Alps East,JJA,40,1.409248322453889,-0.25794642857142847,0.2125219354050587,decrease,2046,forecast,False
2327,Alps East,SON,40,0.6204387279227769,0.04444763569763557,0.6495478982562364,increase,,none,False
2342,Alps West,DJF,39,0.33193333263786895,0.056999999999999995,0.1274572747761462,increase,2050,forecast,False
2342,Alps West,MAM,40,0.7215511281681398,0.07103975972540058,0.42144237894257297,increase,2093,forecast,False
2342,Alps West,JJA,40,1.4758850048127161,-0.3815934924694514,0.15860607706086882,decrease,2030,forecast,False
2342,Alps West,SON,40,1.157398076406068,-0.15355285190999474,0.0785255109265468,decrease,2066,forecast,False
2343,Plateau,DJF,39,0.5214123409706433,-0.07700549450549456,0.19139541400462035,decrease,2059,forecast,False
2343,Plateau,MAM,40,0.6717261468490376,-0.19278522392938854,0.02041912985816552,decrease,2026,forecast,False
2343,Plateau,JJA,40,0.44122751753302464,-0.13766796066252573,0.0785255109265468,decrease,2023,forecast,False
2343,Plateau,SON,40,0.32675679106412675,-0.08671336996337008,0.2125219354050587,decrease,2029,forecast,False
2346,Alps West,DJF,39,0.14302445668116134,-0.005888888888888902,0.7715676600867172,decrease,,none,False
2346,Alps West,MAM,40,0.5297559835744627,0.09575747282608696,0.27856604965694465,increase,2046,forecast,False
2346,Alps West,JJA,40,1.1865808953815338,-0.1577320831342579,0.49182374314403665,decrease,2066,forecast,False
2346,Alps West,SON,40,0.7720106427601173,-0.15352687376725874,0.09569390835163927,decrease,2041,forecast,False
2347,Alps South,DJF,39,0.7786431453002689,0.027427350427350252,0.7166749729859458,increase,,none,False
2347,Alps South,MAM,40,3.2624343889107554,-0.0861484359630145,0.8248046168337546,decrease,,none,False
2347,Alps South,JJA,40,2.5601411046906493,-0.4226102053140099,0.20409789310190107,decrease,2052,forecast,False
2347,Alps South,SON,40,3.5967808820122738,-0.09157654845154856,0.8980212621322816,decrease,,none,False
2349,Alps South,DJF,39,0.7699141900733295,0.11488233036804463,0.3706969845683532,increase,2059,forecast,False
2349,Alps South,MAM,40,1.7040193046999041,-0.40452269260106777,0.091142798844293,decrease,2033,forecast,False
2349,Alps South,JJA,40,0.9864663899775911,-0.12382763975155286,0.20409789310190107,decrease,2071,forecast,False
2349,Alps South,SON,40,1.9725258323607635,0.13615282865282868,0.5369017953048782,increase,,none,False
2351,Alps West,DJF,39,0.10553464576071095,0.023228021978022317,0.383767900437737,increase,2037,forecast,False
2351,Alps West,MAM,40,0.19444952260290066,-0.05042248964803312,0.15183576182655356,decrease,2030,forecast,False
2351,Alps West,JJA,40,0.5870305989710168,-0.10169195022054187,0.13895829457075304,decrease,2049,forecast,False
2351,Alps West,SON,40,0.35059324745051085,-0.16663408020550863,0.0006977771260721077,decrease,2012,observed,False
2352,Alps North,DJF,39,0.21294825994984082,0.12496187762854419,0.0010901833379530768,increase,2009,observed,False
2352,Alps North,MAM,40,0.6290462995217353,0.114727536231884,0.091142798844293,increase,2046,forecast,False
2352,Alps North,JJA,40,1.3065649092490585,0.15433514492753705,0.18028794638930257,increase,2076,forecast,False
2352,Alps North,SON,40,0.6743676031895838,0.23620339338081253,0.005757261374496947,increase,2020,observed,False
2355,Alps East,DJF,39,0.10328297323860372,0.063869258946182,0.0018024224861932225,increase,2008,observed,False
2355,Alps East,MAM,40,0.5605891659211492,0.05610855629877372,0.4081104204610595,increase,2091,forecast,False
2355,Alps East,JJA,40,1.0434164500952139,-0.32970014992503527,0.043838787162109094,decrease,2023,forecast,False
2355,Alps East,SON,40,0.48782095663688135,0.07725563909774437,0.27856604965694465,increase,2054,forecast,False
2356,Alps South,DJF,39,0.27146998814472567,0.08395424836601317,0.11031315574785938,increase,2024,forecast,False
2356,Alps South,MAM,40,1.6986378171993533,0.44646368577075146,0.054552842674162605,increase,2029,forecast,False
2356,Alps South,JJA,40,1.9535592773029757,-0.13666095317725796,0.770840345264592,decrease,,none,False
2356,Alps South,SON,40,3.411264905456536,0.1791798826173828,0.600072292463655,increase,,none,False
2364,Alps South,DJF,39,0.2175263153653733,0.016722973607589037,0.4981364283916774,increase,,none,False
2364,Alps South,MAM,40,0.2866101090089163,0.027076619033140667,0.5523765052635039,increase,2097,forecast,False
2364,Alps South,JJA,40,0.7925467763579928,-0.10138879598662223,0.25841287570987026,decrease,2069,forecast,False
2364,Alps South,SON,40,1.3016828505585591,0.004612768184196771,0.9535453737590693,increase,,none,False
2366,Alps South,DJF,39,0.1781164683858202,0.03778305681246864,0.32122506421997343,increase,2039,forecast,False
2366,Alps South,MAM,40,0.9504166557152143,0.26446312111801296,0.05754887969139322,increase,2027,forecast,False
2366,Alps South,JJA,40,1.54379351958659,-0.43089096533604493,0.1269387713465171,decrease,2027,forecast,False
2366,Alps South,SON,40,1.352041160197637,0.010341658341658462,0.9535453737590693,increase,,none,False
2368,Alps South,DJF,35,0.21187181724310408,0.10088609802895514,0.028741024894388456,increase,2015,observed,False
2368,Alps South,MAM,36,1.8650889731146891,0.013164516642777783,0.9891324349096959,increase,,none,False
2368,Alps South,JJA,36,1.3394953297882897,-0.08401427376970849,0.6142802922561135,decrease,,none,False
2368,Alps South,SON,36,3.466290506858897,0.13857020757020774,0.5045014597713458,increase,,none,False
2369,Plateau,DJF,39,0.6249596304257904,-0.06993333333333329,0.4829170444568125,decrease,2081,forecast,False
2369,Plateau,MAM,40,0.6066709394565379,-0.12547254376058722,0.11044599236405395,decrease,2039,forecast,False
2369,Plateau,JJA,40,0.3968077147407466,-0.0567890189520624,0.2211942719822526,decrease,2061,forecast,False
2369,Plateau,SON,40,0.5018203995993286,-0.15922905219780215,0.07465008977427945,decrease,2023,forecast,False
2370,Jura,DJF,39,1.1523351973048561,-0.005963884069147303,0.9806980673807666,decrease,,none,False
2370,Jura,MAM,40,1.1862751559318692,-0.2735677300238768,0.11044599236405395,decrease,2034,forecast,False
2370,Jura,JJA,40,0.5505444773566497,-0.08973319397993312,0.2997628531295813,decrease,2052,forecast,False
2370,Jura,SON,40,0.8663297995724342,-0.24296626984126976,0.016919053992785038,decrease,2027,forecast,False
2371,Jura,DJF,39,0.7371723993027807,0.008616082330368258,0.9806980673807666,increase,,none,False
2371,Jura,MAM,40,0.9381642297089426,-0.244235098176718,0.0867673622125098,decrease,2029,forecast,False
2371,Jura,JJA,40,0.42888899211352144,-0.07099592391304366,0.27856604965694465,decrease,2051,forecast,False
2371,Jura,SON,40,0.7270965795712104,-0.22087862363880467,0.02453479362632094,decrease,2024,forecast,False
2372,Alps North,DJF,39,0.37253742094964015,0.042416666666666714,0.6114052024347298,increase,2079,forecast,False
2372,Alps North,MAM,40,1.2498091151737185,-0.038845849802371824,0.7354536181171747,decrease,,none,False
2372,Alps North,JJA,40,1.4614123522111293,-0.1718235125858128,0.24872473553918217,decrease,2076,forecast,False
2372,Alps North,SON,40,0.9430584498315385,0.06353968253968263,0.6495478982562364,increase,,none,False
2374,Alps North,DJF,39,0.8504933533159456,0.055153679653679705,0.6808572133380828,increase,,none,False
2374,Alps North,MAM,40,1.6489968782137419,-0.22473484848484826,0.25841287570987026,decrease,2064,forecast,False
2374,Alps North,JJA,40,0.8607044261252733,0.010881340579710222,0.8612638836213089,increase,,none,False
2374,Alps North,SON,40,1.0940319631192688,0.021338304552590507,0.8612638836213089,increase,,none,False
2378,Jura,DJF,39,1.1271752240385673,0.06598121014787751,0.7166749729859458,increase,,none,False
2378,Jura,MAM,40,1.416069687075134,-0.34044384057971144,0.10042517436963738,decrease,2033,forecast,False
2378,Jura,JJA,40,0.5872984228226013,-0.07578568840579705,0.3107545604252415,decrease,2068,forecast,False
2378,Jura,SON,40,0.9938463033666686,-0.3112219169719169,0.015875547141379176,decrease,2023,forecast,False
2386,Plateau,DJF,39,0.7264530396046922,-0.06256868131868126,0.4981364283916774,decrease,,none,False
2386,Plateau,MAM,40,0.8414282434789697,-0.10229117584065112,0.34530569744810213,decrease,2073,forecast,False
2386,Plateau,JJA,40,0.5343986363151534,-0.004101319875775873,0.9349988039705048,decrease,,none,False
2386,Plateau,SON,40,0.5908006679060519,-0.03834693877551015,0.7179633437775998,decrease,,none,False
2387,Alps East,DJF,39,0.22652721261118597,0.0634126984126984,0.20836472630402936,increase,2027,forecast,False
2387,Alps East,MAM,40,0.47015785972009644,0.01366397094514937,0.842992183820956,increase,,none,False
2387,Alps East,JJA,40,0.9235500168412666,-0.12111929347826053,0.42144237894257297,decrease,2067,forecast,False
2387,Alps East,SON,40,0.7713708382627558,0.0917628731421834,0.43502642785483836,increase,2075,forecast,False
2403,Alps East,DJF,39,0.020220896132066554,-0.004824786324786334,0.13999263656729632,decrease,2033,forecast,False
2403,Alps East,MAM,40,0.20961522685479791,0.005766153381642499,0.7179633437775998,increase,,none,False
2403,Alps East,JJA,40,0.558458085555971,-0.17687541645843774,0.05754887969139322,decrease,2023,forecast,False
2403,Alps East,SON,40,0.2093511380442772,-0.00969067969067968,0.3822121517615815,decrease,,none,False
2409,Alps North,DJF,39,0.646523427374792,0.023938601081457796,0.7901381702817245,increase,,none,False
2409,Alps North,MAM,40,1.6356626197600708,-0.2987524154589378,0.17282861084833234,decrease,2046,forecast,False
2409,Alps North,JJA,40,0.821121403427986,-0.012525612193903177,0.8796101413969479,decrease,,none,False
2409,Alps North,SON,40,0.938888191965853,-0.0021268731268730464,1.0,decrease,,none,False
2410,Alps North,DJF,39,0.47083994532953477,0.024604938271604943,0.7715676600867172,increase,,none,False
2410,Alps North,MAM,40,0.7503447820487517,0.005428841753212718,0.9907040297231748,increase,,none,False
2410,Alps North,JJA,40,0.922279017207413,-0.05743473408385118,0.8067106222830902,decrease,,none,False
2410,Alps North,SON,40,0.7963949825379013,0.06999368131868175,0.6834306388633604,increase,,none,False
2412,Alps North,DJF,39,0.9904546565078948,-0.11356227106227115,0.4246421234065476,decrease,2079,forecast,False
2412,Alps North,MAM,40,0.9869769928400973,-0.2530378709454796,0.1269387713465171,decrease,2030,forecast,False
2412,Alps North,JJA,40,0.7933816627491511,-0.11314363354037255,0.20409789310190107,decrease,2061,forecast,False
2412,Alps North,SON,40,0.8389326000588362,-0.25940197483675753,0.07093234307299712,decrease,2023,forecast,False
2414,Alps North,DJF,39,1.2651111990559805,-0.045648148148148174,0.7901381702817245,decrease,,none,False
2414,Alps North,MAM,40,1.445652062433715,-0.14400720762613323,0.47726203508105103,decrease,2091,forecast,False
2414,Alps North,JJA,40,0.7770023327724512,-0.12612017680418106,0.3950329766408669,decrease,2053,forecast,False
2414,Alps North,SON,40,1.1791209690127962,-0.08008928571428542,0.4081104204610595,decrease,,none,False
2415,Plateau,DJF,39,0.5690053561086111,-0.04652077446363163,0.19974847790467765,decrease,,none,False
2415,Plateau,MAM,40,0.6504081787630263,-0.11402691511387172,0.18028794638930257,decrease,2048,forecast,False
2415,Plateau,JJA,40,0.5004370360501783,-0.05942363512845843,0.4081104204610595,decrease,2075,forecast,False
2415,Plateau,SON,40,0.4571614309398355,-0.07757718472004174,0.20409789310190107,decrease,2050,forecast,False
2416,Plateau,DJF,39,0.5788471259557134,-0.03776328502415455,0.5945442759036266,decrease,,none,False
2416,Plateau,MAM,40,0.6189435993302634,-0.08708286882199931,0.27856604965694465,decrease,2062,forecast,False
2416,Plateau,JJA,40,0.5283875868182935,-0.03860733695652176,0.5680669608513922,decrease,,none,False
2416,Plateau,SON,40,0.48661733272791696,-0.04105940934065935,0.6664041829849279,decrease,,none,False
2417,Plateau,DJF,39,0.5327486630852601,-0.060505168905168806,0.4679538135260932,decrease,2080,forecast,False
2417,Plateau,MAM,40,0.5144386221814848,-0.09161072972285787,0.15183576182655356,decrease,2047,forecast,False
2417,Plateau,JJA,40,0.5807344948502058,-0.08563716896295681,0.4081104204610595,decrease,2059,forecast,False
2417,Plateau,SON,40,0.437130964036558,-0.0031990428925912475,0.9535453737590693,decrease,,none,False
2418,Alps East,DJF,39,0.03700568864792419,-0.0030194420963651656,0.35790609486477876,decrease,,none,False
2418,Alps East,MAM,40,0.2043815914305595,-0.006267382503080433,0.5680669608513922,decrease,,none,False
2418,Alps East,JJA,40,0.5173362606093053,-0.0071711394302848615,0.842992183820956,decrease,,none,False
2418,Alps East,SON,40,0.26137807007315383,-0.012494302932090948,0.2211942719822526,decrease,,none,False
2419,Alps West,DJF,39,0.13655737725693567,-0.024560606060606033,0.2762780286051476,decrease,2047,forecast,False
2419,Alps West,MAM,40,0.7050498673843609,0.04956994328922494,0.6664041829849279,increase,,none,False
2419,Alps West,JJA,40,1.290907956322265,-0.43125988142292415,0.043838787162109094,decrease,2021,forecast,False
2419,Alps West,SON,40,0.8772845327365618,-0.17263517732267725,0.041456909675791964,decrease,2042,forecast,False
2420,Alps South,DJF,39,0.2898127233498408,0.06266996336996344,0.45325103254848376,increase,2038,forecast,False
2420,Alps South,MAM,40,1.4814269515360703,0.07231835095965547,0.6834306388633604,increase,,none,False
2420,Alps South,JJA,40,1.2922930093664562,-0.26606060606060605,0.16560248483061546,decrease,2040,forecast,False
2420,Alps South,SON,40,2.1708465560851007,-0.10588036963036968,0.6834306388633604,decrease,,none,False
2426,Alps North,DJF,39,0.17341421410742236,0.04010134310134317,0.20836472630402936,increase,2035,forecast,False
2426,Alps North,MAM,40,0.6786511076324491,-0.09146031151091104,0.2125219354050587,decrease,2065,forecast,False
2426,Alps North,JJA,40,0.6880232165180039,-0.18608152173913053,0.0785255109265468,decrease,2028,forecast,False
2426,Alps North,SON,40,0.5192396120194168,0.04424780219780218,0.5680669608513922,increase,,none,False
2430,Alps East,DJF,39,0.24365291423648033,0.10861481481481479,0.0046450884249520374,increase,2014,observed,False
2430,Alps East,MAM,40,1.1725235241164471,0.46637862318840584,0.00535942451005833,increase,2016,observed,False
2430,Alps East,JJA,40,2.39715852544006,-0.36797414482097257,0.34530569744810213,decrease,2056,forecast,False
2430,Alps East,SON,40,1.8754090436759066,0.152027516134659,0.5523765052635039,increase,,none,False
2432,Plateau,DJF,39,0.8808907916992889,-0.008166666666667988,0.9806980673807666,decrease,,none,False
