gauge_id,region,n_quarters_valid,noise_sd,ref_trend_mean,trend_slope_per_decade,mk_pvalue,direction,snr_max_abs,snr1_year,snr1_type,snr2_year,snr2_type,insufficient
4005,Black Forest,152,0.6213157828262688,1.4299074713434285,0.0007286373497818752,0.8800839006711907,increase,1.8387639486731981,,none,,none,False
4006,Black Forest,137,0.527829225105793,1.4103924317329688,0.06308478803783901,0.32017406683149163,increase,1.014082599059501,2070,forecast,,none,False
4007,Black Forest,116,,,,,none,,,none,,none,True
4008,Black Forest,129,0.1030771680585049,0.5036246618991028,0.05032548320855394,0.17765391067092295,increase,5.476485405117378,2022,forecast,2043,forecast,False
4009,Black Forest,129,0.09966055282957663,0.4869600581411752,0.04856245449147033,0.17765391067092295,increase,5.477140235854112,2022,forecast,2043,forecast,False
4010,Black Forest,137,0.44591156048140773,2.763503866863987,0.02504261466321867,0.711950905455661,increase,2.2196950007502476,,none,,none,False
4011,Black Forest,136,0.22120424725769947,0.9881259656711197,-0.052252213935575026,0.1920457783931342,decrease,1.7959465521941564,2025,forecast,2068,forecast,False
4012,Black Forest,147,0.2706504363658984,1.1053375755204324,-0.09424461656657815,0.0021582513207520915,decrease,2.472810615910097,2014,observed,2043,forecast,False
4013,Black Forest,129,0.3566925662093636,1.231067072667397,-0.06372255364091517,0.11050564924339668,decrease,2.181251940997989,2041,forecast,2097,forecast,False
4014,Black Forest,147,0.38913545651168674,1.2490070779072473,-0.0795313006375041,0.0270822041875316,decrease,1.7755703384457955,2035,forecast,2084,forecast,False
4015,Black Forest,151,0.2950647494702772,1.2476847306399812,-0.06140964900217662,0.07839650345012883,decrease,2.9926094610898435,2037,forecast,2085,forecast,False
4016,Black Forest,152,0.8384377118333916,2.6045788440142306,-0.05703561592526932,0.6150513215653133,decrease,1.6898379383885351,,none,,none,False
4017,Black Forest,150,0.4369974516051768,1.6868255340558285,-0.047407038691332844,0.19105038913843675,decrease,2.635583714725097,2061,forecast,,none,False
4018,Black Forest,137,0.2815386319146386,0.981836190258311,-0.0496878687887848,0.17277617599388595,decrease,1.9724766025666665,2039,forecast,2096,forecast,False
4019,Black Forest,43,,,,,none,,,none,,none,True
4020,Black Forest,152,0.9320800915356524,2.7513572781399214,-0.11816245224658505,0.19105038913843675,decrease,2.1686410811142864,2067,forecast,,none,False
4021,Black Forest,145,0.9551812030294728,2.80416393583517,0.041451152659738595,0.6471242716513834,increase,1.5517917545814046,,none,,none,False
4022,Black Forest,93,,,,,none,,,none,,none,True
4023,Black Forest,148,1.0347063299350587,3.0969161928030142,0.076368399575485,0.6150513215653133,increase,1.8867830351409007,,none,,none,False
4024,Black Forest,152,1.3945976813097058,4.693751239571028,-0.10961498525037,0.30258950281847774,decrease,1.8068049876824548,,none,,none,False
4025,Black Forest,144,1.091569233425638,2.5564342847956625,0.06725558647059308,0.4872648904642325,increase,2.0547740768955043,,none,,none,False
4026,Black Forest,151,1.2841647099580011,3.438002493398801,-0.15109550295586704,0.24742959333188796,decrease,2.189300643691722,2069,forecast,,none,False
5001,Plateau,103,,,,,none,,,none,,none,True
5002,Plateau,101,,,,,none,,,none,,none,True
5003,Plateau,150,0.6079951593872825,1.1068798953447123,-0.07570096223019401,0.05003164280090533,decrease,1.5380241616015027,2070,forecast,,none,False
5004,Jura,18,,,,,none,,,none,,none,True
5005,Jura,86,,,,,none,,,none,,none,True
5006,Jura,133,13.457052537690032,55.94050824214641,0.21738287323619215,0.8209725423085437,increase,2.061629969536943,,none,,none,False
5007,Jura,12,,,,,none,,,none,,none,True
5008,Plateau,88,,,,,none,,,none,,none,True
5009,Jura,152,0.7780142008480618,2.2608977882774384,-0.12429613528591843,0.06595569949469371,decrease,1.485180746416274,2045,forecast,,none,False
5010,Jura,68,,,,,none,,,none,,none,True
5011,Jura,110,,,,,none,,,none,,none,True
5012,Jura,138,0.7147295944068031,2.278470117550505,-0.12782658269077854,0.0774547606082352,decrease,1.5739926586152853,2046,forecast,,none,False
5013,Jura,114,,,,,none,,,none,,none,True
5014,Jura,153,0.6378517301067045,1.8949986340212124,-0.14374703504224962,0.016612173242996686,decrease,1.411596236803,2037,forecast,2081,forecast,False
5015,Plateau,150,0.6303837000710059,1.4978535418857344,-0.17905825103496698,0.0011870991662965569,decrease,1.733339406995504,2023,forecast,2058,forecast,False
5016,Jura,66,,,,,none,,,none,,none,True
5017,Alps North,145,1.0579053899169126,4.080146429846673,-0.8493959894565327,3.516762613675617e-05,decrease,2.5151815967140716,1994,observed,2006,observed,False
5018,Plateau,120,,,,,none,,,none,,none,True
5019,Plateau,149,0.6224650977547952,2.1999459895704234,-0.16930345652162104,0.008361368784575829,decrease,2.7199492137307697,2021,forecast,2058,forecast,False
5020,Plateau,115,,,,,none,,,none,,none,True
5021,Jura,113,,,,,none,,,none,,none,True
5022,Alps North,32,,,,,none,,,none,,none,True
5023,Alps North,113,,,,,none,,,none,,none,True
5024,Jura,2,,,,,none,,,none,,none,True
5025,Alps West,33,,,,,none,,,none,,none,True
5026,Alps North,146,1.061652082746793,3.7034875948718136,-0.2700938435771979,0.006734420188890589,decrease,2.023153791779225,2027,forecast,2066,forecast,False
5027,Alps West,109,,,,,none,,,none,,none,True
5028,Alps North,30,,,,,none,,,none,,none,True
5029,Alps North,72,,,,,none,,,none,,none,True
5030,Jura,97,,,,,none,,,none,,none,True
5031,Alps West,136,1.5555842212800792,4.312251548585047,0.20470661282489405,0.011100318653191055,increase,1.6901057578759433,2078,forecast,,none,False
5032,Jura,153,0.7400270226997315,2.147854435544435,-0.1469464466808995,0.015547224241134305,decrease,1.675351462698832,2036,forecast,2087,forecast,False
6001,Alps West,27,,,,,none,,,none,,none,True
6002,Alps West,23,,,,,none,,,none,,none,True
6003,Alps South,23,,,,,none,,,none,,none,True
6004,Alps South,47,,,,,none,,,none,,none,True
6005,Alps West,60,,,,,none,,,none,,none,True
6006,Alps West,23,,,,,none,,,none,,none,True
6007,Alps South,75,,,,,none,,,none,,none,True
6008,Alps West,68,,,,,none,,,none,,none,True
6009,Alps South,58,,,,,none,,,none,,none,True
6010,Alps South,23,,,,,none,,,none,,none,True
6011,Alps South,16,,,,,none,,,none,,none,True
